pvu,pvc,nu1,nu2,control
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.05,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.01,0.02,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.01,1.0,0.0,False
0.06,0.06,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.12,0.16,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.03,0.03,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.01,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.08,0.13,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.01,0.01,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.01,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.05,0.07,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.01,1.0,0.0,False
0.08,0.09,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
0.0,0.0,1.0,0.0,False
1.0,0.0,1.0,0.0,False
